requestId, experimento, qtdeUsuarios, unidadeId, startTime, executionStatus, durationInMillis, activeConnections, blockReadFromDisk, blockReadFromCache, totalTempFiles, totalTempFilesSize, ioRead, ioWrite, cacheHitRatio, cpuUsage, memUsage
7e5ede0a-af9a-40dd-a2b9-0f391a8e2746, Exp_04, 1, 18007, 2025-02-18T01:01:12.628088, SUCCESS, 2398, 1, 31067, 53002, 1, 27779072, 286720, 4096, "63,05", "125,85", "9,20"
9de808ae-3255-4294-88dc-1f831d136964, Exp_04, 1, 18008, 2025-02-18T01:01:15.030850, SUCCESS, 1192, 2, 54116, 109357, 1, 27779072, 286720, 4096, "66,90", "152,83", "10,15"
af318a3d-3973-4f38-9e9b-84da2f95be48, Exp_04, 1, 18006, 2025-02-18T01:01:16.225978, SUCCESS, 1116, 2, 77157, 170393, 1, 27779072, 286720, 4096, "68,83", "148,85", "10,77"
9cf45cae-7394-4f32-affb-6b21f6c9c550, Exp_04, 1, 18007, 2025-02-18T01:01:17.344385, SUCCESS, 943, 2, 77157, 222606, 1, 27779072, 286720, 4096, "74,26", "128,23", "10,42"
7d0c8359-ab91-4863-8fa5-a1adbd16b3f5, Exp_04, 1, 18008, 2025-02-18T01:01:18.289781, SUCCESS, 1021, 2, 77157, 321314, 1, 27779072, 286720, 4096, "80,64", "137,19", "10,32"
7a60b30d-edb7-4098-8e28-845a784db2c2, Exp_04, 1, 18006, 2025-02-18T01:01:19.313337, SUCCESS, 1002, 2, 77157, 396770, 1, 27779072, 286720, 4096, "83,72", "165,31", "11,04"
a0ebac3c-0d75-4e15-a549-825f87017c9c, Exp_04, 1, 18007, 2025-02-18T01:01:20.317973, SUCCESS, 892, 2, 77157, 448733, 1, 27779072, 286720, 4096, "85,33", "163,36", "10,39"
dfa9afd9-ac46-49aa-9d05-7d271ba64bfc, Exp_04, 1, 18008, 2025-02-18T01:01:21.212323, SUCCESS, 822, 2, 77157, 547691, 1, 27779072, 286720, 4096, "87,65", "142,66", "10,44"
60f67121-72b8-462a-9dc3-6e4393cda88d, Exp_04, 1, 18006, 2025-02-18T01:01:22.036795, SUCCESS, 870, 2, 77157, 599965, 1, 27779072, 286720, 4096, "88,61", "144,72", "9,30"
3b5c964e-252a-4b38-8e60-56d4a6d80a6c, Exp_04, 1, 18007, 2025-02-18T01:01:22.909472, SUCCESS, 827, 2, 77157, 702246, 1, 27779072, 286720, 4096, "90,10", "134,33", "9,07"
5917901a-14e7-4def-a6e7-19c1aae8f375, Exp_04, 1, 18008, 2025-02-18T01:01:23.738860, SUCCESS, 934, 2, 77157, 781306, 1, 27779072, 286720, 4096, "91,01", "135,31", "7,07"
0b2cb358-9369-4a31-9c3a-507bfdd6e18a, Exp_04, 1, 18006, 2025-02-18T01:01:24.676332, SUCCESS, 957, 2, 77157, 832833, 1, 27779072, 286720, 4096, "91,52", "140,20", "7,31"
505467d5-2392-4182-a2e5-2ad7b9b64029, Exp_04, 1, 18007, 2025-02-18T01:01:25.636245, SUCCESS, 847, 2, 77157, 884458, 1, 27779072, 286720, 4096, "91,98", "166,30", "8,69"
84f98a7e-bedc-41aa-9a34-a042258f46a4, Exp_04, 1, 18008, 2025-02-18T01:01:26.485889, SUCCESS, 943, 2, 77157, 984066, 1, 27779072, 286720, 4096, "92,73", "166,30", "8,69"
3079eaf0-65a2-4339-8f87-ae16780759c1, Exp_04, 1, 18006, 2025-02-18T01:01:27.431461, SUCCESS, 867, 2, 77157, 1035649, 1, 27779072, 286720, 4096, "93,07", "174,99", "9,29"
e6bcd5e0-ff20-4655-b159-4ead8baaa155, Exp_04, 1, 18007, 2025-02-18T01:01:28.300710, SUCCESS, 839, 2, 77157, 1135004, 1, 27779072, 286720, 4096, "93,63", "137,25", "9,32"
5cbc76c3-25d0-4d41-a5c2-fef309706068, Exp_04, 1, 18008, 2025-02-18T01:01:29.142644, SUCCESS, 817, 2, 77157, 1187166, 1, 27779072, 286720, 4096, "93,90", "135,86", "9,09"
